fecha,costo_del_dia,costo_acumulado
2024-07-08,21469.98,48640553.13
2024-07-09,12585.65,48653138.78
2024-07-10,47633.65,48700772.43
2024-07-11,7682.73,48708455.16
2024-07-12,15541.90,48723997.06
2024-07-13,236115.00,48960112.06
2024-07-14,64108.10,49024220.16
2024-07-15,3124.33,49027344.49
2024-07-16,19675.42,49047019.91
2024-07-17,32650.71,49079670.62
2024-07-18,5519.93,49085190.55
2024-07-19,32281.21,49117471.76
2024-07-20,9061.81,49126533.57
2024-07-23,37443.08,49163976.65
2024-07-24,8889.04,49172865.69
2024-07-26,921.10,49173786.79
2024-07-27,23067.98,49196854.77
2024-07-28,64356.94,49261211.71
2024-07-29,80279.45,49341491.16
2024-07-30,135213.42,49476704.58
2024-07-31,2476.83,49479181.41
2024-08-01,60474.15,49539655.56
2024-08-02,19271.92,49558927.48
2024-08-03,3790.04,49562717.52
2024-08-04,11616.11,49574333.63
2024-08-05,24691.13,49599024.76
2024-08-06,54746.43,49653771.19
2024-08-07,3877.48,49657648.67
2024-08-08,27028.50,49684677.17
2024-08-09,67407.88,49752085.05
2024-08-10,439132.07,50191217.12
2024-08-11,21337.93,50212555.05
2024-08-12,3958.91,50216513.96
2024-08-13,105877.33,50322391.29
2024-08-14,3766.89,50326158.18
2024-08-15,348523.96,50674682.14
2024-08-17,41600.26,50716282.40
2024-08-18,32714.54,50748996.94
2024-08-19,364213.89,51113210.83
2024-08-20,22582.43,51135793.26
2024-08-21,276015.48,51411808.74
2024-08-22,1673.96,51413482.70
2024-08-23,1212.84,51414695.54
2024-08-24,8089.77,51422785.31
2024-08-25,495035.95,51917821.26
2024-08-26,15729.05,51933550.31
2024-08-27,7669.01,51941219.32
2024-08-28,33200.42,51974419.74
2024-08-29,2429.32,51976849.06
2024-08-30,367311.74,52344160.80
2024-08-31,57610.19,52401770.99
2024-09-01,11168.69,52412939.68
2024-09-02,12557.17,52425496.85
2024-09-03,29818.96,52455315.81
2024-09-04,1559.85,52456875.66
2024-09-05,231750.84,52688626.50
2024-09-06,32839.38,52721465.88
2024-09-07,280695.35,53002161.23
2024-09-08,26617.58,53028778.81
2024-09-09,84133.54,53112912.35
2024-09-10,13048.50,53125960.85
2024-09-11,23763.23,53149724.08
2024-09-13,25074.27,53174798.35
2024-09-14,196651.61,53371449.96
2024-09-15,1913.76,53373363.72
2024-09-16,1993.32,53375357.04
2024-09-17,142763.37,53518120.41
2024-09-18,4225.19,53522345.60
2024-09-19,33855.24,53556200.84
2024-09-20,1535.02,53557735.86
2024-09-21,2869.80,53560605.66
2024-09-22,119606.43,53680212.09
2024-09-23,20402.13,53700614.22
2024-09-24,21797.45,53722411.67
2024-09-27,2773.35,53725185.02
2024-09-28,11995.85,53737180.87
2024-09-29,76479.39,53813660.26
2024-09-30,5768.42,53819428.68
2024-10-01,89058.20,53908486.88
2024-10-02,34286.15,53942773.03
2024-10-03,6285.63,53949058.66
2024-10-04,326168.98,54275227.64
2024-10-05,27355.78,54302583.42
2024-10-06,137208.53,54439791.95
2024-10-07,5460.13,54445252.08
2024-10-08,5866.45,54451118.53
2024-10-09,93886.34,54545004.87
2024-10-10,237262.55,54782267.42
2024-10-11,11043.98,54793311.40
2024-10-12,18538.26,54811849.66
2024-10-13,8180.85,54820030.51
2024-10-14,14525.56,54834556.07
2024-10-15,4499.66,54839055.73
2024-10-16,21630.14,54860685.87
2024-10-17,4637.47,54865323.34
2024-10-18,17779.58,54883102.92
2024-10-19,385216.38,55268319.30
2024-10-20,23876.50,55292195.80
2024-10-21,1998.68,55294194.48
2024-10-23,453886.38,55748080.86
2024-10-24,45387.80,55793468.66
2024-10-25,1934.95,55795403.61
2024-10-26,207299.15,56002702.76
2024-10-27,3418.58,56006121.34
2024-10-28,178771.26,56184892.60
2024-10-29,148628.92,56333521.52
2024-10-30,4280.06,56337801.58
2024-11-01,20474.75,56358276.33
2024-11-04,37766.23,56396042.56
2024-11-05,447421.99,56843464.55
2024-11-06,21583.83,56865048.38
2024-11-08,96186.63,56961235.01
2024-11-09,12398.11,56973633.12
2024-11-10,18630.49,56992263.61
2024-11-11,6833.20,56999096.81
2024-11-12,281643.85,57280740.66
2024-11-14,17319.69,57298060.35
2024-11-15,4126.79,57302187.14
2024-11-17,1226.65,57303413.79
2024-11-18,20670.94,57324084.73
2024-11-19,10751.15,57334835.88
2024-11-20,562919.05,57897754.93
2024-11-21,8419.14,57906174.07
2024-11-22,29422.94,57935597.01
2024-11-23,153436.92,58089033.93
2024-11-24,101921.10,58190955.03
2024-11-25,10219.31,58201174.34
2024-11-26,3907.85,58205082.19
2024-11-27,4346.32,58209428.51
2024-11-28,112992.67,58322421.18
2024-11-30,3407.23,58325828.41
2024-12-01,22868.87,58348697.28
2024-12-02,44634.76,58393332.04
2024-12-04,249520.34,58642852.38
2024-12-05,2631.57,58645483.95
2024-12-06,349141.80,58994625.75
2024-12-07,16503.50,59011129.25
2024-12-08,10241.52,59021370.77
2024-12-09,11867.52,59033238.29
2024-12-12,8907.36,59042145.65
2024-12-13,39088.89,59081234.54
2024-12-14,10810.76,59092045.30
2024-12-15,2056.64,59094101.94
2024-12-17,17812.88,59111914.82
2024-12-18,4530.44,59116445.26
2024-12-19,45727.40,59162172.66
2024-12-21,37535.04,59199707.70
2024-12-22,50095.85,59249803.55
2024-12-23,2366.25,59252169.80
2024-12-24,23019.18,59275188.98
2024-12-25,10495.54,59285684.52
2024-12-26,89650.71,59375335.23
2024-12-27,28926.82,59404262.05
2024-12-28,6494.65,59410756.70
2024-12-29,3142.91,59413899.61
2024-12-30,91425.45,59505325.06
